"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000168917",238.472863866817,0.774227051827584,0.118600755758405,7.25714755233118e-12,5.59425379022046e-10,"SLC35G2","80723"
"ENSG00000189266",1695.0807913583,0.400133051052372,0.0599142785612777,7.54281857598113e-12,5.78677857512533e-10,"PNRC2","55629"
"ENSG00000172465",395.857406108128,0.994473078157968,0.153993280476839,8.29039184606178e-12,6.33016602046926e-10,"TCEAL1","9338"
"ENSG00000125848",179.144542300372,-2.26800243153271,0.354249064434731,8.8901731644201e-12,6.7561122571685e-10,"FLRT3","23767"
"ENSG00000205978",1604.75287011822,-1.11582377858848,0.173846013989772,9.10210610740875e-12,6.8846963143879e-10,"NYNRIN","57523"
"ENSG00000143786",77.9704798087797,-1.4556260156724,0.228270642179579,1.15641860801552e-11,8.66974532159678e-10,"CNIH3","149111"
"ENSG00000136997",744.828654127855,0.812759943198227,0.125944656785041,1.15697054443753e-11,8.66974532159678e-10,"MYC","4609"
"ENSG00000159840",8183.29587399291,0.677093845140101,0.104057937081019,1.35233285747782e-11,1.00867753087154e-09,"ZYX","7791"
"ENSG00000142327",962.322697816218,0.582290857425047,0.0897338374197759,1.4249552832089e-11,1.057947215105e-09,"RNPEPL1","57140"
"ENSG00000114270",1548.67086249311,1.17367234990905,0.184979824149622,1.56491121734702e-11,1.15652681755403e-09,"COL7A1","1294"
"ENSG00000114450",1069.21108596233,0.892935664816696,0.139812329378461,1.5803257866524e-11,1.16258578761446e-09,"GNB4","59345"
"ENSG00000174437",10597.2022982576,1.3218548330216,0.208959290808779,1.63997557250625e-11,1.20098392948401e-09,"ATP2A2","488"
"ENSG00000172939",1231.24577889484,0.448328430413282,0.068590282559368,1.6563148910949e-11,1.2074610502457e-09,"OXSR1","9943"
"ENSG00000138074",436.499581099173,1.15781178730783,0.182752237100216,1.73189982814175e-11,1.25687559149512e-09,"SLC5A6","8884"
"ENSG00000009413",7595.17397189117,1.07057879182259,0.168939351633264,1.79101035914298e-11,1.29394474870639e-09,"REV3L","5980"
"ENSG00000163661",8574.29391846598,2.13536968900149,0.340575794423443,1.93099817240998e-11,1.38641859596444e-09,"PTX3","5806"
"ENSG00000172403",8023.95226932514,1.63550946128999,0.261985905498699,1.93621863380299e-11,1.38641859596444e-09,"SYNPO2","171024"
"ENSG00000162643",89.2822072522594,-1.51909257610905,0.241441366733145,2.01140537612833e-11,1.43388283251343e-09,"DNAI3","126820"
"ENSG00000171793",688.89707180496,1.47091113793656,0.234536696170313,2.14221870870663e-11,1.52040905797236e-09,"CTPS1","1503"
"ENSG00000125503",2599.84070560637,0.625823398915112,0.0982020345729316,2.23257698232982e-11,1.57758981413666e-09,"PPP1R12C","54776"
"ENSG00000231991",3056.75435674141,0.651417849933937,0.10203899836839,2.41499170937386e-11,1.69903630697477e-09,NA,NA
"ENSG00000124496",485.215405307971,-0.80530330666019,0.126937519278951,2.43640771368511e-11,1.70665063805134e-09,"TRERF1","55809"
"ENSG00000137801",90670.9999367529,1.8778669417822,0.298999889567418,2.46652334724189e-11,1.72026656482312e-09,"THBS1","7057"
"ENSG00000182552",979.758928640972,1.0743055027867,0.171685198633677,2.92324065721013e-11,2.03001423397899e-09,"RWDD4","201965"
"ENSG00000106615",2196.18716079419,0.91449176024858,0.145565208447046,3.01640735968265e-11,2.08572270265438e-09,"RHEB","6009"
"ENSG00000084090",3614.64318280098,1.21184826479179,0.194428346987407,3.11587995288809e-11,2.14529666328974e-09,"STARD7","56910"
"ENSG00000114670",184.790219036377,-1.20547772760729,0.193856119574982,3.46712006134539e-11,2.37696899184407e-09,"NEK11","79858"
"ENSG00000128699",1857.94096847621,0.965448781398398,0.154700067940428,3.61008236109833e-11,2.4644930898159e-09,"ORMDL1","94101"
"ENSG00000173757",1593.35627320847,0.492500722411939,0.0771041058514663,3.77679872794041e-11,2.5674263420189e-09,"STAT5B","6777"
"ENSG00000119714",54.9761184855923,-2.7695362755295,0.448740859606463,3.81189850333284e-11,2.58039902467208e-09,"GPR68","8111"
"ENSG00000148120",745.061873519953,1.05021788882777,0.168946112375942,3.94154887240089e-11,2.65699974406907e-09,"AOPEP","84909"
"ENSG00000148848",1368.66954436033,-1.75068282874856,0.285560913401537,4.67548146031454e-11,3.13861174196365e-09,"ADAM12","8038"
"ENSG00000126016",387.362413083543,-2.19094080290756,0.358624666245365,4.97453767345676e-11,3.32550939655858e-09,"AMOT","154796"
"ENSG00000008311",722.919878410966,1.05632952227417,0.171103926174101,5.04923430570835e-11,3.36149644211848e-09,"AASS","10157"
"ENSG00000145244",167.225787241321,1.86107961669629,0.304194904008809,5.08327328698663e-11,3.37023110809225e-09,"CORIN","10699"
"ENSG00000175130",621.55274454656,-1.08838395591886,0.176569170527974,5.23549102856819e-11,3.45692606398615e-09,"MARCKSL1","65108"
"ENSG00000181027",535.442255783483,0.613183446554752,0.0976584266673861,5.28930739126591e-11,3.47202926773485e-09,"FKRP","79147"
"ENSG00000152495",69.2839155458862,-1.26965166135374,0.206537938637484,5.30146607822465e-11,3.47202926773485e-09,"CAMK4","814"
"ENSG00000141298",2052.19242616477,1.16065584119665,0.188968756248732,5.76576482537718e-11,3.76081931585635e-09,"SSH2","85464"
"ENSG00000214814",244.044249964065,-3.01121797962681,0.495989258223272,5.87215577218376e-11,3.81477022764728e-09,"FER1L6","654463"
"ENSG00000131242",31.7988500690378,-2.10097732873861,0.34580335613883,6.58120967133315e-11,4.25822767127905e-09,"RAB11FIP4","84440"
"ENSG00000136859",6436.42642933448,-0.842139929945555,0.136651209649946,6.68847980383706e-11,4.31032392478476e-09,"ANGPTL2","23452"
"ENSG00000026950",735.571860411512,-0.851985030764479,0.138448656662907,7.01450689117942e-11,4.50241914437417e-09,"BTN3A1","11119"
"ENSG00000147130",1011.99679706068,-0.569072946417225,0.0910875483187226,7.29704938210363e-11,4.66518899186792e-09,"ZMYM3","9203"
"ENSG00000143494",19.0141234177572,-3.75461698440255,0.60751674177046,7.78089889229766e-11,4.93194111317612e-09,"VASH2","79805"
"ENSG00000013297",3440.46811483746,-1.6373297360165,0.270746359054316,7.81006037334298e-11,4.93194111317612e-09,"CLDN11","5010"
"ENSG00000102984",90.5557071429721,-1.33456142364385,0.219840727662815,7.85605840819435e-11,4.93194111317612e-09,"ZNF821","55565"
"ENSG00000140545",9211.79709563252,1.04236977219633,0.170648011191523,7.86398657908751e-11,4.93194111317612e-09,"MFGE8","4240"
"ENSG00000169750",73.7592003234952,1.40652250723858,0.23168439517974,7.86735066778140e-11,4.93194111317612e-09,"RAC3","5881"
"ENSG00000264885",335.588543258109,0.935385507765755,0.152896697787313,8.02178283881228e-11,5.00926136884127e-09,NA,NA
"ENSG00000168890",501.137924144207,0.891870133578728,0.145552551448679,8.09301979308888e-11,5.03423327746931e-09,"TMEM150A","129303"
"ENSG00000178723",34.5156576614655,3.43249124466299,0.568959570924556,8.28182213538234e-11,5.13186293935172e-09,"GLULP4","392305"
"ENSG00000188215",563.659649118646,0.718013896022603,0.116496727175974,8.43526420131815e-11,5.20691730066807e-09,"DCUN1D3","123879"
"ENSG00000168994",1329.75887300369,1.3197562619601,0.217615285114219,8.53611318845962e-11,5.24905799920889e-09,"PXDC1","221749"
"ENSG00000089041",97.0020452487746,-1.83148116011635,0.302723146379989,8.79109298246811e-11,5.38529654146554e-09,"P2RX7","5027"
"ENSG00000119508",216.829087482066,2.01499449355988,0.335287093592181,9.69892744743967e-11,5.91891742824623e-09,"NR4A3","8013"
"ENSG00000158079",308.930230886378,0.898168832682263,0.147556445646362,1.03938616446014e-10,6.31907565872353e-09,"PTPDC1","138639"
"ENSG00000154767",1484.59853470538,-0.541917600158755,0.087496845302935,1.09385204791861e-10,6.6220652045893e-09,"XPC","7508"
"ENSG00000083223",1488.96980634458,1.06963947659354,0.176848508795299,1.09744361593032e-10,6.6220652045893e-09,"TUT7","79670"
"ENSG00000140807",96.314325563272,2.38331257655511,0.399076300211968,1.11869134239382e-10,6.72508814078615e-09,"NKD1","85407"
"ENSG00000100626",441.10638539616,-0.951540279727499,0.157534507724975,1.2890473722214e-10,7.72038744009625e-09,"GALNT16","57452"
"ENSG00000107968",537.424307038482,1.07729705542044,0.179144734258431,1.34013506077977e-10,7.96906835877653e-09,"MAP3K8","1326"
"ENSG00000172349",674.943374660391,0.946126747955911,0.15671946262599,1.34046150160042e-10,7.96906835877653e-09,"IL16","3603"
"ENSG00000164050",3520.6475805555,0.757648417611899,0.124816553829244,1.42676134149705e-10,8.4509382253158e-09,"PLXNB1","5364"
"ENSG00000167460",50277.3928076805,0.706736347265111,0.116206874357306,1.4726858257261e-10,8.69100415321362e-09,"TPM4","7171"
"ENSG00000170989",242.495378731726,-1.41130911755773,0.236229961817571,1.505177111263e-10,8.85033154728399e-09,"S1PR1","1901"
"ENSG00000136436",3133.72494615856,1.0960169731755,0.182886146284016,1.51980818557637e-10,8.90386533738939e-09,"CALCOCO2","10241"
"ENSG00000182718",25319.8147802879,0.637657836538031,0.104597410450663,1.54548965913119e-10,9.02151590516759e-09,"ANXA2","302"
"ENSG00000100994",3049.28009483583,0.560323388475808,0.0915821514460975,1.6503193987448e-10,9.59866275565974e-09,"PYGB","5834"
"ENSG00000146122",1944.90469627899,1.5695017953331,0.264678128546123,1.74657966606571e-10,1.0121994604311e-08,"DAAM2","23500"
"ENSG00000196850",521.601673435537,1.12106145257172,0.18819996430909,1.83072604756557e-10,1.05590752812856e-08,"PPTC7","160760"
"ENSG00000130513",452.075618195456,-1.76783980750093,0.298966725799985,1.83510711858977e-10,1.05590752812856e-08,"GDF15","9518"
"ENSG00000226950",221.126285865625,1.08505849442604,0.182317236723542,1.92248959444563e-10,1.10225017281543e-08,"DANCR","57291"
"ENSG00000165272",139.027343003421,-2.83197131634187,0.481574209739204,1.95985261413104e-10,1.11968742788174e-08,"AQP3","360"
"ENSG00000254332",1758.93976552061,0.847350329484716,0.141415488673821,2.01023279820094e-10,1.14186250185492e-08,NA,NA
"ENSG00000169764",3231.33437956125,0.850870118912018,0.14200732771521,2.01284185045496e-10,1.14186250185492e-08,"UGP2","7360"
"ENSG00000112658",1307.92463788195,0.893839584674025,0.149522969299491,2.05897228429026e-10,1.16393342007721e-08,"SRF","6722"
"ENSG00000155962",403.959357499069,-1.17939154990695,0.19970018296954,2.23066495166328e-10,1.2537572282874e-08,"CLIC2","1193"
"ENSG00000198960",620.369054234851,-0.622944435941858,0.103129150221431,2.23343258964982e-10,1.2537572282874e-08,"ARMCX6","54470"
"ENSG00000134684",1230.20412527718,-0.719152037006083,0.119723089822522,2.29151338653906e-10,1.28189486703232e-08,"YARS1","8565"
"ENSG00000226137",477.174633199217,-0.562749847218818,0.0929342172286306,2.44526280428532e-10,1.36317055501179e-08,"BAIAP2-DT","440465"
"ENSG00000096384",10633.7801263308,-0.363709210151088,0.0591486064984294,2.78376995482709e-10,1.54652819800756e-08,"HSP90AB1","3326"
"ENSG00000100154",1736.01219538094,-0.739887657972558,0.124069555022218,2.79744227725088e-10,1.54878324841199e-08,"TTC28","23331"
"ENSG00000113140",29952.5958092929,-0.519567828734787,0.0860998900307291,2.87992874149209e-10,1.58594435137409e-08,"SPARC","6678"
"ENSG00000134531",5543.32217819576,0.923709603299289,0.156064106781741,2.88425110143757e-10,1.58594435137409e-08,"EMP1","2012"
"ENSG00000132622",65.7199615404259,-2.21414914897038,0.381464145575424,2.93963130647041e-10,1.61089795845391e-08,"HSPA12B","116835"
"ENSG00000137767",880.946023197509,0.979363231993946,0.166443102172784,3.31640289190144e-10,1.81120566072624e-08,"SQOR","58472"
"ENSG00000268913",72.9333932819169,2.45577579102479,0.423760955037504,3.51115137299562e-10,1.91108647872745e-08,NA,NA
"ENSG00000113916",1690.58660079001,0.766393091286709,0.129558502137489,3.60213326284525e-10,1.95400569015825e-08,"BCL6","604"
"ENSG00000243244",997.437432905106,1.36235683727828,0.234738371953279,3.98699505568146e-10,2.15551937389544e-08,"STON1","11037"
"ENSG00000154262",2400.49362536236,0.985142866302542,0.16858454853455,4.12369159579977e-10,2.22196639799097e-08,"ABCA6","23460"
"ENSG00000164104",1066.61367933481,1.1750523742739,0.20234830053821,4.38468193687973e-10,2.35472035616898e-08,"HMGB2","3148"
"ENSG00000023909",1930.22443342482,1.18136237083763,0.203613396802991,4.51959822992419e-10,2.41619488550829e-08,"GCLM","2730"
"ENSG00000167641",231.914731887227,2.68006304872367,0.466731711318779,4.52914688984858e-10,2.41619488550829e-08,"PPP1R14A","94274"
"ENSG00000198189",1217.28261213064,0.734682696314366,0.124710293493476,4.60051389182381e-10,2.44616763403212e-08,"HSD17B11","51170"
"ENSG00000120162",60.7118350271499,2.64909703808227,0.462417163128637,4.65983011107132e-10,2.46955667498257e-08,"MOB3B","79817"
"ENSG00000093167",1950.01264901493,0.689624583127008,0.117040346521632,4.78546109741317e-10,2.5278217619811e-08,"LRRFIP2","9209"
"ENSG00000158716",159.151681342049,1.268490501404,0.219611992344969,5.18489876892222e-10,2.72986614595117e-08,"DUSP23","54935"
"ENSG00000196616",46395.3898189132,1.13746656825342,0.196025279969765,6.13483767849097e-10,3.21949087420743e-08,"ADH1B","125"
"ENSG00000091136",29156.9944652003,0.728730627159362,0.124818441919885,6.31902522658552e-10,3.30538361771167e-08,"LAMB1","3912"
"ENSG00000077063",330.665391622192,-1.01527037230223,0.176533418402048,6.66971337823258e-10,3.47753243484483e-08,"CTTNBP2","83992"
"ENSG00000102554",149.696622904642,2.44355305619179,0.430647548785309,6.72913559320951e-10,3.49719688845801e-08,"KLF5","688"
"ENSG00000119711",563.760359540017,1.17753779055935,0.205483217081385,6.76786041689234e-10,3.50601283525892e-08,"ALDH6A1","4329"
"ENSG00000070404",2130.30251692001,1.7582700281074,0.310472838543599,7.05614995236916e-10,3.64364204751986e-08,"FSTL3","10272"
"ENSG00000117143",1602.65945088046,0.622319585962818,0.106310193879847,7.08615538903934e-10,3.64744567005792e-08,"UAP1","6675"
"ENSG00000072210",941.22414485912,-0.924827184305991,0.160980400408124,7.29373636208587e-10,3.74046668930449e-08,"ALDH3A2","224"
"ENSG00000021355",622.871740588401,0.564755795640273,0.0961050297120797,7.31330772224513e-10,3.74046668930449e-08,"SERPINB1","1992"
"ENSG00000140450",1272.63143704608,-0.700014829096555,0.120441153706535,7.42818073594214e-10,3.78719683027733e-08,"ARRDC4","91947"
"ENSG00000137266",141.745875221304,-1.30991100002658,0.229968808279724,7.62406568981252e-10,3.87480512077506e-08,"SLC22A23","63027"
"ENSG00000184575",3459.6391536296,-0.567070326948766,0.0968930818492038,8.12780673694779e-10,4.11783315531339e-08,"XPOT","11260"
"ENSG00000116711",112.316364515934,-2.367112556308,0.421129451118872,8.18513635495529e-10,4.13387874027225e-08,"PLA2G4A","5321"
"ENSG00000184304",778.760089547116,0.679834938517283,0.117200767268,8.41713046869875e-10,4.23776215566268e-08,"PRKD1","5587"
"ENSG00000074047",365.068801449871,-0.860934877056073,0.149607921674448,8.44755338583289e-10,4.2398296759861e-08,"GLI2","2736"
"ENSG00000033867",2319.23131899495,-0.894092783396162,0.155013560888007,8.55989891240167e-10,4.28287364527029e-08,"SLC4A7","9497"
"ENSG00000162664",912.690770212556,-0.469499276989308,0.0795855977975456,8.72359572959276e-10,4.35126473063372e-08,"ZNF326","284695"
"ENSG00000117758",1741.43966023734,0.915041936531512,0.159808785946758,8.92469910241523e-10,4.43783417404357e-08,"STX12","23673"
"ENSG00000175197",435.038885119722,-0.991403758414049,0.173569165673474,9.01769815789056e-10,4.47028107759307e-08,"DDIT3","1649"
"ENSG00000147100",1316.3682956284,-0.461211488235309,0.0782787981636325,9.1811026219109e-10,4.53732344606155e-08,"SLC16A2","6567"
"ENSG00000229644",748.094186828131,1.02021384507163,0.178992878978271,9.27205769517862e-10,4.55969230223556e-08,"NAMPTP1","646309"
"ENSG00000079691",1511.31219944027,1.11448565436046,0.195972143595451,9.2829686247487e-10,4.55969230223556e-08,"CARMIL1","55604"
"ENSG00000236104",391.84505266595,-0.618856458215183,0.106790812848284,9.88293861522342e-10,4.83403351968619e-08,"ZBTB22","9278"
"ENSG00000135679",2125.29356343965,-0.562201252042335,0.0964867783072672,9.90150246102937e-10,4.83403351968619e-08,"MDM2","4193"
"ENSG00000154930",670.832739210563,1.77680365451126,0.316120600025153,9.9903485604453e-10,4.85673795910708e-08,"ACSS1","84532"
"ENSG00000166526",411.407196421278,-0.558557422190318,0.0958943762948203,1.0012857671415e-09,4.85673795910708e-08,"ZNF3","7551"
"ENSG00000177426",1030.6361845371,0.882921809612205,0.154485023496114,1.00384441709556e-09,4.85673795910708e-08,"TGIF1","7050"
"ENSG00000175741",220.359459441708,1.07054034138993,0.188993052278049,1.09558664065882e-09,5.28472945139347e-08,NA,NA
"ENSG00000132530",534.49163430672,-0.887332832891415,0.155953055513647,1.13230639760169e-09,5.4455487676898e-08,"XAF1","54739"
"ENSG00000071242",11150.2606746202,0.879348176966439,0.154527202353575,1.16220287093903e-09,5.57269358741031e-08,"RPS6KA2","6196"
"ENSG00000116962",9446.9314708643,1.46977847584452,0.261611108243203,1.16759821803485e-09,5.5819510061601e-08,"NID1","4811"
"ENSG00000196507",990.221400252361,0.998345203159827,0.176279318159431,1.17791011248346e-09,5.6145887047991e-08,"TCEAL3","85012"
"ENSG00000109189",648.320916013762,0.695822612606884,0.121174271171735,1.18614569200751e-09,5.63716614865278e-08,"USP46","64854"
"ENSG00000149289",398.166661566592,0.693169393491282,0.120915197132628,1.22814783962971e-09,5.81961466008065e-08,"ZC3H12C","85463"
"ENSG00000168398",5618.09486207938,-1.88402417503478,0.338176515720706,1.26508307519852e-09,5.97705379018281e-08,"BDKRB2","624"
"ENSG00000132155",2814.84992658045,0.75629573503779,0.132496010441131,1.27435094545398e-09,5.98908472865579e-08,"RAF1","5894"
"ENSG00000128165",58.9342517155642,-2.54041828725182,0.459319134734668,1.27506428026127e-09,5.98908472865579e-08,"ADM2","79924"
"ENSG00000163251",54.3143816181658,2.33561421222405,0.419884547085579,1.31915555823279e-09,6.17817302287455e-08,"FZD5","7855"
"ENSG00000122877",17.1030162538579,-2.90789921924246,0.514381283874782,1.35913297052933e-09,6.34695399657914e-08,"EGR2","1959"
"ENSG00000226964",160.533871747045,0.907492657798889,0.160611554265629,1.36580843137969e-09,6.35969353698213e-08,NA,NA
"ENSG00000075240",578.186415146855,-1.09920859316157,0.195808899896616,1.43390378202883e-09,6.65752848192117e-08,"GRAMD4","23151"
"ENSG00000186594",1375.83310207508,0.793186277303408,0.139795686122873,1.45894500922231e-09,6.75432846079905e-08,"MIR22HG","84981"
"ENSG00000167645",624.931127836304,1.08070070574641,0.192960197167686,1.58129282821867e-09,7.29977328235844e-08,"YIF1B","90522"
"ENSG00000147526",8600.74727046012,0.846491790356469,0.150096307969946,1.61913820430352e-09,7.43570380003664e-08,"TACC1","6867"
"ENSG00000113719",6825.1403388589,0.704921723019821,0.124036736864142,1.61996898629065e-09,7.43570380003664e-08,"ERGIC1","57222"
