"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000077044",221.679414652528,0.211810091689841,0.128179501608809,0.0591935859039204,0.205864811460645,"DGKD","8527"
"ENSG00000128815",35.3893197458211,0.283082579622999,0.39978204764338,0.0592000292655434,0.205864811460645,"WDFY4","57705"
"ENSG00000168490",49.4938151967149,-0.321127839696433,0.284758731488172,0.0593131480848404,0.206168417887787,"PHYHIP","9796"
"ENSG00000215769",31.7492754741781,0.328097647696167,0.314701191808969,0.0593250233232463,0.206168417887787,"ARHGAP27P1-BPTFP1-KPNA2P3","109286553"
"ENSG00000196208",13.9909599269031,-0.303398387686568,0.398795138965785,0.0593321904227203,0.206168417887787,"GREB1","9687"
"ENSG00000100243",13397.1656201883,0.19277858771723,0.114054948732858,0.0593385236016181,0.206168417887787,"CYB5R3","1727"
"ENSG00000112419",1605.15538091821,0.282665584111898,0.202766941431656,0.0594012472838203,0.20634184885503,"PHACTR2","9749"
"ENSG00000163702",666.496278287922,0.216039746510065,0.132049207352281,0.0594312774245229,0.206401662122545,"IL17RC","84818"
"ENSG00000020256",310.670090039752,-0.232407009145072,0.146587763247591,0.0595235455442764,0.206677552212034,"ZFP64","55734"
"ENSG00000196459",245.590796116971,-0.309611316248538,0.250642271056981,0.0595435273767161,0.206690136805169,"TRAPPC2","6399"
"ENSG00000167770",889.496002567569,0.146024401747087,0.0817869013502721,0.059552828194997,0.206690136805169,"OTUB1","55611"
"ENSG00000142544",35.8391681647609,0.327303764185163,0.301506640063679,0.0595806237290414,0.206742069545248,"CTU1","90353"
"ENSG00000236404",28.5271234592664,-0.314431923697125,0.383523378298568,0.0596032871826486,0.206776175667453,"VLDLR-AS1","401491"
"ENSG00000239650",30.9922934906525,-0.328242054738792,0.323129312926559,0.0596565098031013,0.206856268762986,NA,NA
"ENSG00000129682",266.26787941264,-0.160526755920348,0.320399146630144,0.0596621696795263,0.206856268762986,"FGF13","2258"
"ENSG00000241127",139.043127654181,-0.248515395690249,0.161907124800113,0.0596648923680463,0.206856268762986,"YAE1","57002"
"ENSG00000146648",4741.85588440198,-0.185955410954585,0.10911812490356,0.059685065367482,0.206881688497311,"EGFR","1956"
"ENSG00000150776",556.105363169679,-0.15413486214307,0.0872731145724693,0.0597195569667146,0.206918006860954,"NKAPD1","55216"
"ENSG00000188385",11.9943274870484,-0.192809416020935,0.344650060929422,0.0597220133113176,0.206918006860954,"JAKMIP3","282973"
"ENSG00000104863",33.3602921218319,-0.322151260598545,0.280819357784373,0.0597381263594629,0.206918006860954,"LIN7B","64130"
"ENSG00000141034",519.831082229675,0.199161384249205,0.11878795484698,0.0597469162632462,0.206918006860954,"GID4","79018"
"ENSG00000146021",74.1980611219382,-0.273539502813675,0.191067800880315,0.05976833975227,0.206947715828245,"KLHL3","26249"
"ENSG00000105127",587.374994943053,0.181814754372858,0.10581931654159,0.0598096179013343,0.20701324163837,"AKAP8","10270"
"ENSG00000108592",1285.29664691554,0.224148911876359,0.139110005333172,0.0598238509787428,0.20701324163837,"FTSJ3","117246"
"ENSG00000269657",23.4183804013292,0.327479657365506,0.305012735088904,0.0598258117477654,0.20701324163837,NA,NA
"ENSG00000167778",722.158271555108,0.203764319915924,0.122300192968965,0.0598434138369614,0.20702897706067,"SPRYD3","84926"
"ENSG00000065457",254.961851848969,-0.201492810952122,0.12077163200221,0.0598595107489614,0.20702897706067,"ADAT1","23536"
"ENSG00000137842",129.457610055249,0.277459543306775,0.195427862154534,0.0598787197346838,0.20702897706067,"TMEM62","80021"
"ENSG00000132031",54.8057689707274,0.327806589645788,0.31232929892999,0.0598971897098467,0.20702897706067,"MATN3","4148"
"ENSG00000134516",159.951584418087,-0.267707937006101,0.183877446525389,0.0599023785667521,0.20702897706067,"DOCK2","1794"
"ENSG00000167685",412.822134801608,-0.183039836406243,0.106934175472775,0.0599074601860123,0.20702897706067,"ZNF444","55311"
"ENSG00000139192",243.261932645923,-0.241698773791902,0.155775557311216,0.0599410376787576,0.207100591473829,"TAPBPL","55080"
"ENSG00000147400",741.778419832344,-0.205461970369994,0.123977746070398,0.0599747131220364,0.207172513531117,"CETN2","1069"
"ENSG00000151012",783.88921691907,-0.222363459161897,0.366254655905987,0.0601440462442908,0.207712910834248,"SLC7A11","23657"
"ENSG00000100823",1652.24400199184,-0.243525635217537,0.158127181602395,0.0601600040673276,0.207723494541088,"APEX1","328"
"ENSG00000134597",293.736156542537,-0.193879131610245,0.115111940756533,0.0601790948113402,0.207744888901972,"RBMX2","51634"
"ENSG00000153064",44.3662010644897,0.321315736389061,0.28200309574849,0.0601999963604088,0.207772523856586,"BANK1","55024"
"ENSG00000198055",288.917385686356,0.239513451466028,0.153428976093783,0.0602304875327707,0.207805705909547,"GRK6","2870"
"ENSG00000196440",268.083940437447,-0.215225967062417,0.132099284748346,0.060235407274383,0.207805705909547,"ARMCX4","100131755"
"ENSG00000119906",898.329705569677,-0.209975981681368,0.127746312604254,0.0602551360306686,0.207823803153672,"SLF2","55719"
"ENSG00000164494",345.400210711286,-0.163772107578634,0.093758961679901,0.0602664520100526,0.207823803153672,"PDSS2","57107"
"ENSG00000100918",36.8539741837477,-0.324792778025844,0.299286465704615,0.060316085588079,0.207950450440732,"REC8","9985"
"ENSG00000269940",12.2364674007082,0.295018584760995,0.395464521045464,0.0603628604966997,0.208018685812592,NA,NA
"ENSG00000168209",654.315114626549,0.327922778756893,0.33238736871165,0.0603693028897802,0.208018685812592,"DDIT4","54541"
"ENSG00000079150",665.064600785118,-0.254788707378027,0.170176529022855,0.0603873445045521,0.208018685812592,"FKBP7","51661"
"ENSG00000164542",41.4512096069139,-0.324859099484155,0.342004325395357,0.0603875236512627,0.208018685812592,"MATCAP2","23366"
"ENSG00000150054",26.4250684298692,0.252256714806326,0.38509363367534,0.0604045122704356,0.208032727060494,"MPP7","143098"
"ENSG00000205085",32.72702165169,0.315914047189828,0.265461186521686,0.0604427445643576,0.208119909740621,"GARIN1A","346653"
"ENSG00000179588",94.2901343216034,-0.271985482270562,0.190357181886876,0.0605919497418441,0.208589081686079,"ZFPM1","161882"
"ENSG00000196700",899.652190036574,-0.224897175427524,0.140793960935924,0.0606224068991958,0.208649347907059,"ZNF512B","57473"
"ENSG00000188869",6.96244506267581,-0.234134444809688,0.37673024962683,0.0606563550221504,0.208665406451266,"TMC3","342125"
"ENSG00000180764",58.7710751533315,0.295646447152313,0.223553353285119,0.0606594144607147,0.208665406451266,NA,NA
"ENSG00000082213",418.836737715808,0.254141894005954,0.169033407073526,0.0606667212585437,0.208665406451266,"C5orf22","55322"
"ENSG00000188243",1047.69231512634,0.186246361699998,0.109417407371712,0.0606788795992914,0.208665406451266,"COMMD6","170622"
"ENSG00000112039",121.895892985636,0.242480588593207,0.156902931660328,0.0607046941411639,0.208709630240779,"FANCE","2178"
"ENSG00000095261",971.448906577433,-0.155932204468805,0.0887785630095087,0.0608080324460443,0.209020313790958,"PSMD5","5711"
"ENSG00000213593",697.73424676147,0.189643187321587,0.112136158307375,0.0608624543782368,0.209104206299664,"TMX2","51075"
"ENSG00000259605",11.4062073388454,-0.298911005209856,0.397248660361591,0.0608631089543437,0.209104206299664,NA,NA
"ENSG00000101966",943.883875643825,0.171071140056756,0.0988389709171163,0.0608713753054076,0.209104206299664,"XIAP","331"
"ENSG00000129055",907.264042203755,-0.167831437173241,0.096825526251756,0.0609178008500375,0.20921907684821,"ANAPC13","25847"
"ENSG00000184922",343.28031249342,-0.298381362559058,0.231081093157275,0.0609912529937559,0.209426700124126,"FMNL1","752"
"ENSG00000113597",248.814653437331,-0.216501064794768,0.133791435813424,0.0610100850100687,0.209446724823613,"TRAPPC13","80006"
"ENSG00000197122",1211.32906499764,0.189325085160076,0.11206365454584,0.0610572902196157,0.209557141852257,"SRC","6714"
"ENSG00000172086",895.187937608996,0.186094464976706,0.109524305180469,0.0610682627395162,0.209557141852257,"KRCC1","51315"
"ENSG00000123999",18.5984713215589,0.325599003616058,0.35513407629736,0.0611144890245801,0.209671110024491,"INHA","3623"
"ENSG00000126243",304.192994741479,0.189012668880563,0.111750100504985,0.0612072450215507,0.209901374000721,"LRFN3","79414"
"ENSG00000102606",1429.65491083218,0.217207013130079,0.134301027494058,0.0612076627804225,0.209901374000721,"ARHGEF7","8874"
"ENSG00000083817",94.4743696673598,-0.268497065082877,0.186564601314593,0.0613475697202823,0.210303434154192,"ZNF416","55659"
"ENSG00000102878",144.003000102618,-0.31515496230575,0.274292999635611,0.0613510111429893,0.210303434154192,"HSF4","3299"
"ENSG00000186395",196.441048063447,0.263921422017518,0.181788278974232,0.0615397249238184,0.210905447404305,"KRT10","3858"
"ENSG00000164509",48.8009398022714,-0.19110145101876,0.341728277485692,0.0617167396252893,0.211453442525535,"IL31RA","133396"
"ENSG00000138867",1746.6966201143,0.147475664953941,0.0835747236239612,0.061735463956319,0.211453442525535,"GUCD1","83606"
"ENSG00000132591",471.681541115249,0.160856632474776,0.0923295765594051,0.0617389978052335,0.211453442525535,"ERAL1","26284"
"ENSG00000086848",254.923690668119,0.31681522824897,0.277007312585383,0.0617729036028968,0.211524601476359,"ALG9","79796"
"ENSG00000173567",21.2590477738884,-0.307428426556693,0.383549999239782,0.0617879179708075,0.211531055339498,"ADGRF3","165082"
"ENSG00000132549",2934.10689946452,-0.19288859699054,0.115377751271366,0.061908226977343,0.211897906274054,"VPS13B","157680"
"ENSG00000167615",3617.64210790923,0.14849087101016,0.0842420388951684,0.0619672794846804,0.211990122661639,"LENG8","114823"
"ENSG00000112679",743.772642251724,0.263580286479539,0.181353222578077,0.0619718150111674,0.211990122661639,"DUSP22","56940"
"ENSG00000164327",972.955408441497,0.176609381811004,0.103246856283993,0.0619967187025964,0.211990122661639,"RICTOR","253260"
"ENSG00000254319",11.3112821640291,-0.272957657898322,0.391963689329635,0.0619976940850891,0.211990122661639,"LINC03021","101927815"
"ENSG00000137203",64.7045083567337,-0.219210387347583,0.362663145058035,0.0620097183191087,0.211990122661639,"TFAP2A","7020"
"ENSG00000128272",5820.70436828767,-0.199726477750277,0.120900735822748,0.0620150474922586,0.211990122661639,"ATF4","468"
"ENSG00000273055",25.2268842333016,0.323133845303137,0.310482322172375,0.0620272756642644,0.211990122661639,NA,NA
"ENSG00000087301",276.147930515868,0.282378584942759,0.206570384163782,0.0620659402892711,0.212077277624697,"TXNDC16","57544"
"ENSG00000185842",52.9122839380553,-0.316713520797745,0.276305438116666,0.0621056350972621,0.212167914981338,"DNAH14","127602"
"ENSG00000167394",204.471008834975,0.242954290275751,0.158442175246615,0.0621578705319111,0.212301346648213,"ZNF668","79759"
"ENSG00000166783",1846.17720614051,-0.187629939155923,0.111647601831715,0.0622731779951362,0.212620511347565,"MARF1","9665"
"ENSG00000182325",146.187838451938,0.278348681656849,0.200298326740285,0.0622777104493302,0.212620511347565,"FBXL6","26233"
"ENSG00000205281",57.616789652485,-0.283062075697663,0.207116841781519,0.0622996122257437,0.212650223001898,NA,NA
"ENSG00000160767",1042.34857565608,0.207643716856126,0.127123381239035,0.0623179921126672,0.21266198818586,"ENTREP3","10712"
"ENSG00000117266",83.6771532515693,-0.255681669495668,0.383800485605805,0.062329458644009,0.21266198818586,"CDK18","5129"
"ENSG00000131504",1761.90620932493,0.237030397411512,0.153506172195401,0.0623656240147779,0.212682092884977,"DIAPH1","1729"
"ENSG00000082516",457.056047727768,0.179044377122739,0.105245278704658,0.0623691844712817,0.212682092884977,"GEMIN5","25929"
"ENSG00000055211",2401.21697732132,0.22083741389036,0.137925853331752,0.062374954309572,0.212682092884977,"GINM1","116254"
"ENSG00000101470",21.7753217822229,-0.303352037077624,0.381220990646717,0.0624114998107332,0.212761674450005,"TNNC2","7125"
"ENSG00000198690",347.84147027556,-0.185732350916783,0.110431899183129,0.0624681796376073,0.212909846021047,"FAN1","22909"
"ENSG00000132205",534.488826610271,-0.245280460683989,0.162165709503371,0.062524743744748,0.213057560590447,"EMILIN2","84034"
"ENSG00000142784",1616.4423902975,0.188677491152893,0.112311316501568,0.0626380030765945,0.213398364890466,"WDTC1","23038"
"ENSG00000162645",1292.74059566347,-0.214676709771972,0.133745056981387,0.0626906292315065,0.213513836594262,"GBP2","2634"
"ENSG00000164877",862.791395636196,-0.227474634276757,0.144954333759269,0.0626984023913757,0.213513836594262,"MICALL2","79778"
"ENSG00000134762",302.122146868484,0.167512897606033,0.324279526543835,0.0627963267910475,0.21380073034139,"DSC3","1825"
"ENSG00000120948",2557.69422185968,-0.180592170352048,0.106585886344661,0.0628166290462744,0.21380073034139,"TARDBP","23435"
"ENSG00000161021",884.108232326828,0.142764652714993,0.0809048627903255,0.0628224602716243,0.21380073034139,"MAML1","9794"
"ENSG00000107829",506.676913717746,0.20983359521614,0.129300277305353,0.0629138019970387,0.213981977569318,"FBXW4","6468"
"ENSG00000180914",569.819585318312,0.109414322164315,0.289357748456547,0.0629202179142291,0.213981977569318,"OXTR","5021"
"ENSG00000171388",160.642259009101,-0.280494554927538,0.388441721643541,0.0629267880430665,0.213981977569318,"APLN","8862"
"ENSG00000178761",889.14751472934,0.143131547457623,0.0811755892525037,0.0629391548534785,0.213981977569318,"FAM219B","57184"
"ENSG00000129925",1898.63072888145,0.206035448161748,0.125973441947723,0.0629463937852948,0.213981977569318,"PGAP6","58986"
"ENSG00000149557",1513.56694179552,-0.203514279727303,0.124469599930173,0.0629554077138953,0.213981977569318,"FEZ1","9638"
"ENSG00000249936",673.947776298264,0.169713032071601,0.0988601608390621,0.0629992999719059,0.214076084424815,NA,NA
"ENSG00000136732",1260.77113957764,-0.24458744809548,0.162819627080609,0.0630215549558272,0.214076084424815,"GYPC","2995"
"ENSG00000099330",172.761242391633,0.23672844332571,0.15338522020897,0.0630307765818326,0.214076084424815,"OCEL1","79629"
"ENSG00000120727",559.534813388966,0.172334616917522,0.100706618012202,0.0630362450817032,0.214076084424815,"PAIP2","51247"
"ENSG00000109171",980.79725184701,0.159507672073417,0.0921836009370222,0.063061525311751,0.214094525447974,"SLAIN2","57606"
"ENSG00000110881",265.043592964664,-0.281025028879781,0.207732398709283,0.0630682526085335,0.214094525447974,"ASIC1","41"
"ENSG00000185261",76.7573191414578,0.273836409411241,0.196103595037238,0.0632139091377777,0.214543772934219,"KIAA0825","285600"
"ENSG00000110002",932.345562597614,-0.299951841542378,0.241806196051306,0.0634358322611916,0.215251620379119,"VWA5A","4013"
"ENSG00000104812",1705.82215929994,0.317776018679019,0.294692076869585,0.0634578145887692,0.215280869833578,"GYS1","2997"
"ENSG00000116514",180.780205469684,-0.255098004118541,0.174491207205215,0.0636208084087792,0.215758107859904,"RNF19B","127544"
"ENSG00000127884",1065.14562940854,-0.149471170865293,0.0856178069371814,0.063636975037086,0.215758107859904,"ECHS1","1892"
"ENSG00000229657",15.5002620819383,0.264955456118577,0.388322736285391,0.0636386647973597,0.215758107859904,"RPL13AP11","100271276"
"ENSG00000198715",1597.89934582994,-0.114785599899561,0.0639626110137595,0.06366283755059,0.215794650910489,"GLMP","112770"
"ENSG00000159784",215.783604828682,-0.273870768338936,0.199412538408374,0.0637493674261727,0.215999479593432,"FAM131B","9715"
"ENSG00000198858",649.265130486111,0.191931035879212,0.115468752218565,0.063750079167449,0.215999479593432,"R3HDM4","91300"
"ENSG00000101343",705.331563555495,0.164304692786645,0.0955331135599385,0.063809259592222,0.216154537697706,"CRNKL1","51340"
"ENSG00000185420",271.522814295899,-0.225341933587998,0.143768528019327,0.0638915131163712,0.216387674546533,"SMYD3","64754"
"ENSG00000266010",12.48675493486,-0.279020173565047,0.387997363668274,0.0639471662876101,0.216466103295718,"GATA6-AS1","100128893"
"ENSG00000170417",87.1279129286262,-0.288671985582759,0.222023793905817,0.0639545242363797,0.216466103295718,"TMEM182","130827"
"ENSG00000175213",187.055624759745,-0.224142182298452,0.14289836424836,0.0639616228148941,0.216466103295718,"ZNF408","79797"
"ENSG00000076321",799.692822098582,-0.184158600144634,0.109997079025842,0.0639684139898773,0.216466103295718,"KLHL20","27252"
"ENSG00000113739",17102.8098415541,0.201603803121035,0.336148558749156,0.0640232409843935,0.216606139332122,"STC2","8614"
"ENSG00000128563",406.662555519163,-0.192247180105973,0.116026109027474,0.064040301184257,0.216618369174798,"PRKRIP1","79706"
"ENSG00000082898",2408.84993568446,-0.139091001495971,0.0790781184046012,0.0640687879795831,0.216633745142564,"XPO1","7514"
"ENSG00000105649",36.0471428007854,-0.310641917646871,0.269033984817716,0.0640850466762129,0.216633745142564,"RAB3A","5864"
"ENSG00000264058",24.2844369433081,-0.319861305303737,0.307891234271666,0.0640903872392359,0.216633745142564,NA,NA
"ENSG00000136878",537.309957643294,-0.168355111545386,0.0985824408148004,0.0640986321826457,0.216633745142564,"USP20","10868"
"ENSG00000105426",3654.30940456665,0.301238610576834,0.244051227338208,0.0641732597666003,0.216774941645931,"PTPRS","5802"
"ENSG00000240994",14.5187615175937,-0.286905412533172,0.388874702446623,0.0641942304383798,0.216774941645931,NA,NA
"ENSG00000241500",14.5187615175937,-0.286905412533172,0.388874702446623,0.0641942304383798,0.216774941645931,NA,NA
"ENSG00000243464",14.5187615175937,-0.286905412533172,0.388874702446623,0.0641942304383798,0.216774941645931,NA,NA
"ENSG00000213846",685.397502700322,0.295887478235881,0.232320942214268,0.0642505045786798,0.216919505294868,NA,NA
"ENSG00000142733",808.762519271736,0.258163636357053,0.178965751945752,0.0642872769738553,0.216998181295995,"MAP3K6","9064"
"ENSG00000140104",183.235610884729,-0.244899068690589,0.164041686970236,0.0643316332356791,0.217041633109157,"CLBA1","122616"
"ENSG00000233084",136.540887556514,-0.29715921701138,0.237356558801561,0.0643370047115646,0.217041633109157,"RPL23AP25","653789"
"ENSG00000176834",573.531891586332,0.207670943879419,0.128426995576663,0.0643405648146815,0.217041633109157,"VSIG10","54621"
"ENSG00000158792",105.325206153868,0.268252846089229,0.191024595953734,0.0644666007560048,0.217421269579232,"SPATA2L","124044"
"ENSG00000250896",94.1306713537664,0.282444917368917,0.210044515184204,0.0644996067739973,0.217487058337352,NA,NA
"ENSG00000096401",1026.74524389714,0.153081513619883,0.0883004162720787,0.0646464967918298,0.217936746142115,"CDC5L","988"
"ENSG00000135316",2440.03141716043,0.158827509058094,0.0921490839908854,0.0647156996170772,0.218124400947852,"SYNCRIP","10492"
"ENSG00000171204",494.35235139246,-0.228503975715917,0.147775713426931,0.0647681985368596,0.218255688480934,"TMEM126B","55863"
"ENSG00000126934",2738.20692588493,0.197834317100361,0.115139891021121,0.0647919116440719,0.218289939041749,"MAP2K2","5605"
"ENSG00000162735",1081.77672467143,0.173832377401602,0.102735036522182,0.0648335281891516,0.218384481006778,"PEX19","5824"
"ENSG00000174021",1130.56577044654,0.251936043230652,0.171316940900033,0.0648635989705285,0.218440100964503,"GNG5","2787"
"ENSG00000180574",231.078001330438,-0.208782692844757,0.129833130878333,0.0649157305734618,0.218569976022788,"EIF2S3B","255308"
"ENSG00000105849",313.578308182248,0.158542780611297,0.0921757383850486,0.0650429347514456,0.218952511863882,"POLR1F","221830"
"ENSG00000166455",8.98426264407389,-0.207944143715194,0.353566924216584,0.0651201723941777,0.219166721838855,"C16orf46","123775"
"ENSG00000120549",51.6026168112858,-0.256359194491501,0.381740638923389,0.0651517327829692,0.219227144291232,"KIAA1217","56243"
"ENSG00000165219",1009.33103499485,0.145823981532496,0.0836841288777371,0.0652169858146388,0.219400889216881,"GAPVD1","26130"
"ENSG00000140474",338.947065271062,0.263216541691589,0.185359168191392,0.0652423210462811,0.219440299452325,"ULK3","25989"
"ENSG00000160131",760.844055362513,0.157929858386833,0.0911748415880452,0.0652593204988942,0.219451661982401,"VMA21","203547"
"ENSG00000198081",255.816369023308,-0.220750186936901,0.141346067890022,0.0653606330986706,0.219691790397536,"ZBTB14","7541"
"ENSG00000085231",723.211639091861,0.227200013612064,0.146498584315634,0.0653648934136609,0.219691790397536,"AK6","102157402"
"ENSG00000172817",16.2956699514448,0.234941047354011,0.370233885164928,0.0653716369664074,0.219691790397536,"CYP7B1","9420"
"ENSG00000100376",732.602830355012,-0.304545076125312,0.261625778894376,0.0654006960123617,0.219723985179625,"FAM118A","55007"
"ENSG00000155463",1868.88652988355,-0.145245476691073,0.0835701763823868,0.0654084931364583,0.219723985179625,"OXA1L","5018"
"ENSG00000144339",22.6291191867446,-0.245692895910546,0.375719832731017,0.0654849473936747,0.219934956735354,"TMEFF2","23671"
"ENSG00000111229",1768.8657993148,0.205117553088786,0.12692417238379,0.0655361455237973,0.220061033875344,"ARPC3","10094"
"ENSG00000269893",906.71103141777,-0.290756461564917,0.23064244933568,0.0655857798840323,0.220136599176951,"SNHG8","100093630"
"ENSG00000152818",4179.71007567985,0.268589652799449,0.197842530752592,0.0655944831756152,0.220136599176951,"UTRN","7402"
"ENSG00000182287",661.508703354586,0.261931161110026,0.184170421251343,0.0655996407826047,0.220136599176951,"AP1S2","8905"
"ENSG00000070770",1364.93710327804,-0.136851844434058,0.0780470622697136,0.0656460786494587,0.220246558334325,"CSNK2A2","1459"
"ENSG00000230091",25.6552203457712,-0.311683711818904,0.343725553684317,0.0657084245542173,0.22040983301957,NA,NA
"ENSG00000189319",284.168209500045,-0.227746291048612,0.147689612898082,0.0657672184307554,0.220561127422544,"FAM53B","9679"
"ENSG00000100197",14.9720537732029,-0.306722767343584,0.363780434094024,0.0658266840856276,0.220714611301466,"CYP2D6","1565"
"ENSG00000204533",47.9886767382817,-0.308905984374168,0.353255705016995,0.0658753309115822,0.220830765571831,NA,NA
"ENSG00000167680",27.8463666382068,-0.26073367308666,0.379089856997136,0.0658887399977526,0.220830765571831,"SEMA6B","10501"
"ENSG00000160570",242.6214793323,-0.194970027038595,0.119592735770718,0.0659216063235645,0.220894966613758,"DEDD2","162989"
"ENSG00000131019",40.4344607237533,-0.314469354776231,0.331518910545295,0.0659404137211177,0.220912041060704,"ULBP3","79465"
"ENSG00000119689",4568.32054599197,0.193363617423161,0.117795441718529,0.0659629610273536,0.220941635158356,"DLST","1743"
"ENSG00000107984",462.064249064879,0.284842835818326,0.217795969403762,0.0660164712737255,0.221074905152981,"DKK1","22943"
"ENSG00000114993",245.769734196748,-0.215416736766193,0.136480907518657,0.0661714128082751,0.221547720647157,"RTKN","6242"
"ENSG00000239305",434.799834535162,0.244276640444083,0.16468906976898,0.0661867256274021,0.221552947555179,"RNF103","7844"
"ENSG00000068793",3038.2890850755,0.155465267316995,0.0904832979012981,0.0662703819527744,0.221786897308091,NA,NA
"ENSG00000170946",222.640071687426,0.197968781713488,0.121641476212217,0.0663168541440823,0.221896331695807,"DNAJC24","120526"
"ENSG00000188868",39.4955184918479,-0.295898147416238,0.239603671432772,0.066367731118787,0.222020455991441,"ZNF563","147837"
"ENSG00000172175",829.17317804163,0.295712182425085,0.247368169304524,0.066418420702952,0.222143902002337,"MALT1","10892"
"ENSG00000182107",203.180861852057,0.272633484053368,0.382669712884168,0.0665837335375082,0.222650587592942,"TMEM30B","161291"
"ENSG00000272106",60.3538584927844,-0.295961634043699,0.244297313307792,0.0666252605583131,0.222743219102507,NA,NA
"ENSG00000143458",357.668330373123,0.209940914292456,0.13184065712665,0.0666949086592378,0.222929807761199,"GABPB2","126626"
"ENSG00000170191",189.399993096546,-0.230366826649376,0.150883907467678,0.0667463134910228,0.223055352966992,"NANP","140838"
"ENSG00000156052",1666.64978800394,0.199970861464905,0.123636393177879,0.0667802287200292,0.223122410806385,"GNAQ","2776"
"ENSG00000168453",854.228486016026,-0.28169651896665,0.215384967345133,0.0668520005457675,0.223315898982554,"HR","55806"
"ENSG00000087303",7408.10509354369,0.294739427370175,0.25239916015278,0.06689338877603,0.223407833037027,"NID2","22795"
"ENSG00000257365",108.525890536809,-0.251932525183823,0.173855272230391,0.0669427153884437,0.223478691598857,"FNTB","2342"
"ENSG00000072415",807.121720630327,-0.164484240785463,0.0970842514102023,0.0669755834764052,0.223478691598857,"PALS1","64398"
"ENSG00000165689",501.376091763065,0.194854320172143,0.119610132837616,0.066979772249041,0.223478691598857,"ENTR1","10807"
"ENSG00000111846",40.1284843686256,0.239955499841378,0.371891263161391,0.0669829728001552,0.223478691598857,"GCNT2","2651"
"ENSG00000213285",37.5475587319473,-0.314655512444293,0.310724609085939,0.0669958890753577,0.223478691598857,"RPL23AP45","729764"
"ENSG00000241978",14.1687922707123,0.278812361489248,0.381569699255673,0.0669978325629993,0.223478691598857,NA,NA
"ENSG00000129559",396.250336629604,0.208806786189657,0.131207393236672,0.067133212410004,0.223883913296952,"NEDD8","4738"
"ENSG00000171161",263.528879228562,-0.179974363802055,0.108514355309689,0.0671971127176184,0.224050638036745,"ZNF672","79894"
"ENSG00000163644",707.890704708421,0.286679249014522,0.223517404800615,0.0672281821992964,0.224107850902724,"PPM1K","152926"
"ENSG00000198924",137.225691070599,-0.237299298446768,0.158679250803016,0.0674383889030239,0.224762077703065,"DCLRE1A","9937"
"ENSG00000176046",2698.17273468315,-0.228249551249051,0.149852554210575,0.067452368509026,0.224762173536488,"NUPR1","26471"
"ENSG00000198453",177.243578130017,-0.218565730811322,0.140380200562254,0.0675537814970612,0.225053551219841,"ZNF568","374900"
"ENSG00000196220",94.6337336952641,-0.302926372825203,0.350526968529481,0.0676027074386083,0.225169985433826,"SRGAP3","9901"
"ENSG00000153531",28.2021711669099,-0.30169201393691,0.363649371183947,0.0676900787942863,0.22541439839908,"ADPRHL1","113622"
"ENSG00000143158",394.828353564984,-0.20978436655515,0.132698760072884,0.0677643018466531,0.225614934294571,"MPC2","25874"
"ENSG00000004660",78.2948444495744,-0.307884879363047,0.335388162916635,0.0679902812426738,0.226277544788971,"CAMKK1","84254"
"ENSG00000232284",48.905687038929,-0.311479859706282,0.301805727879238,0.0679943686808321,0.226277544788971,"GNG12-AS1","100289178"
"ENSG00000177459",20.2380214480728,-0.306908384731487,0.350755318161283,0.0680152601108853,0.226277544788971,"ERICH5","203111"
"ENSG00000072832",396.374477610522,-0.210308486175486,0.133249340944349,0.0680194990635583,0.226277544788971,"CRMP1","1400"
"ENSG00000154545",1061.59388727562,-0.261608665371748,0.187394820478668,0.0680449503812781,0.226315482162009,"MAGED4","728239"
"ENSG00000112245",1683.09443240762,0.164786142148639,0.097690970481698,0.0681285913500726,0.226471721779258,"PTP4A1","7803"
"ENSG00000134201",410.639368794844,-0.301364734087714,0.350116201865113,0.0681300516045391,0.226471721779258,"GSTM5","2949"
"ENSG00000137288",325.719136406411,-0.268350927473687,0.196995152300581,0.0681340969191276,0.226471721779258,"UQCC2","84300"
"ENSG00000183426",1211.7934518033,0.209651322381166,0.133399077618475,0.0681643953227408,0.22652569576004,"NPIPA1","9284"
"ENSG00000123989",2939.02364299693,0.218914683138711,0.140857390513862,0.0682145170367381,0.226617380032203,"CHPF","79586"
"ENSG00000087842",200.658646082878,-0.304028171067455,0.346888154897299,0.0682201162656684,0.226617380032203,"PIR","8544"
"ENSG00000150093",51723.3506502206,0.244886959470898,0.170724938310131,0.0682458719075086,0.226656203319289,"ITGB1","3688"
"ENSG00000166295",817.842658971075,0.181706368791675,0.110151832520627,0.0683423471829821,0.226929834184877,"ANAPC16","119504"
"ENSG00000174669",19.3093698419996,-0.271786754041623,0.377582764485769,0.0683905137950414,0.226938420239956,"SLC29A2","3177"
"ENSG00000111237",843.371282405373,0.195530133376435,0.121011161757198,0.0684021050306324,0.226938420239956,"VPS29","51699"
"ENSG00000239763",10.7828795651515,-0.260086574396178,0.378093632937307,0.0684200609088224,0.226938420239956,NA,NA
"ENSG00000182087",2416.27798413022,0.164325466975833,0.0973405043879615,0.0684265113931867,0.226938420239956,"TMEM259","91304"
"ENSG00000153339",1128.35062604262,0.133605518861024,0.0768854027085452,0.0684278950906026,0.226938420239956,"TRAPPC8","22878"
